,Et,time
0,0.0,0.0
1,1.7376688834111707e-69,0.001170295
2,6.230283822519911e-67,0.00234059
3,4.601420182503478e-64,0.003510885
4,9.135384688664611e-63,0.00468118
5,6.248277107399498e-61,0.005851475
6,8.875062340370854e-60,0.00702177
7,1.0676697102211434e-58,0.008192065
8,1.1980201107117982e-57,0.00936236
9,1.2961166445143464e-56,0.010532655
10,2.3433740526715e-55,0.01170295
11,3.4937300241101575e-54,0.012873245
12,1.4859511566611126e-53,0.01404354
13,1.4953877354631957e-52,0.015213835
14,8.558893827886884e-51,0.01638413
15,1.1018183939930351e-50,0.017554425
16,1.0312859541907938e-49,0.01872472
17,9.0476741964723e-49,0.019895015
18,9.742220995416412e-48,0.02106531
19,1.129924828749711e-46,0.022235605
20,9.498755597030585e-46,0.0234059
21,6.166354641711043e-45,0.024576195
22,2.9411896544054293e-44,0.02574649
23,1.0905539844609592e-43,0.026916785
24,4.7323416094821896e-43,0.02808708
25,2.419683553165366e-42,0.029257375
26,4.624112545017805e-41,0.03042767
27,6.765909273482669e-40,0.031597965
28,4.893787328742216e-39,0.03276826
29,2.634640313195564e-38,0.033938555
30,1.1702876531010657e-37,0.03510885
31,4.502477918800387e-37,0.036279145
32,1.696562452925308e-36,0.03744944
33,3.348384311576557e-36,0.038619735
34,9.46036575180622e-37,0.03979003
35,3.707209402012896e-35,0.040960325
36,1.407410571743186e-34,0.04213062
37,2.364006565935774e-34,0.043300915
38,3.990129724085346e-36,0.04447121
39,8.119552023832373e-36,0.045641505
40,1.850068817963581e-35,0.0468118
41,9.906203550626363e-33,0.047982095
42,2.0435132481909292e-32,0.04915239
43,5.33890246779451e-32,0.050322685
44,1.5528591081480028e-31,0.05149298
45,5.269397126789478e-31,0.052663275
46,1.959685370056179e-30,0.05383357
47,7.609801084718445e-30,0.055003865
48,2.9656617182292904e-29,0.05617416
49,1.1506412105993786e-28,0.057344455
50,4.407976450814844e-28,0.05851475
51,1.658502436243027e-27,0.059685045
52,6.1168436563465854e-27,0.06085534
53,2.2099885494545654e-26,0.062025635
54,7.820091617893429e-26,0.06319593
55,2.7103118685560805e-25,0.064366225
56,9.203015151193963e-25,0.06553652
57,3.0624972336768786e-24,0.066706815
58,9.990789489027347e-24,0.06787711
59,3.196313870779533e-23,0.069047405
60,1.0031599973729358e-22,0.0702177
61,3.089617448479165e-22,0.071387995
62,9.34096413901812e-22,0.07255829
63,2.7731037872595636e-21,0.073728585
64,8.086472481700415e-21,0.07489888
65,2.3168516664154034e-20,0.076069175
66,6.523905684964553e-20,0.07723947
67,1.8059616500996815e-19,0.078409765
68,4.916080166471163e-19,0.07958006
69,1.316298682550738e-18,0.080750355
70,3.4675915862936445e-18,0.08192065
71,8.989799432470882e-18,0.083090945
72,2.2941886236198375e-17,0.08426124
73,5.764641278592663e-17,0.085431535
