,mass_fraction,time
0,0.0,0.0
1,1.114860911352682e-248,0.000164573
2,2.528945785993407e-272,0.000329146
3,3.1248532472557483e-222,0.000493719
4,1.352770277801885e-227,0.000658292
5,2.971450567211159e-226,0.000822865
6,2.0068293690600068e-219,0.000987438
7,2.0137881732014798e-218,0.001152011
8,1.528018364177126e-220,0.001316584
9,1.235038485835015e-219,0.001481157
10,8.376090898463683e-219,0.00164573
11,2.470175891387243e-216,0.001810303
12,5.779682198961063e-219,0.001974876
13,3.7570159276668305e-216,0.002139449
14,2.0246565659382968e-216,0.002304022
15,1.056851819438384e-216,0.002468595
16,3.452187505172359e-217,0.002633168
17,1.140418691421117e-217,0.002797741
18,1.405094658668968e-217,0.002962314
19,1.48417242296455e-216,0.003126887
20,5.1150658800822814e-204,0.00329146
21,3.5050777334115834e-200,0.003456033
22,3.173918510512112e-199,0.003620606
23,2.693558963091854e-198,0.003785179
24,2.1992711869584032e-197,0.003949752
25,2.660817357222965e-196,0.004114325
26,1.07027849349725e-195,0.004278898
27,1.027617319785432e-194,0.004443471
28,2.376877669957834e-194,0.004608044
29,2.0658767591878447e-194,0.004772617
30,1.295270507016146e-193,0.00493719
31,3.4831961264329117e-190,0.005101763
32,1.344213530222689e-188,0.005266336
33,2.384031794801114e-188,0.005430909
34,2.485652917614055e-187,0.005595482
35,3.7684081292169665e-187,0.005760055
36,5.876566713296952e-201,0.005924628
37,6.661569377399349e-200,0.006089201
38,2.739856865822897e-201,0.006253774
39,1.6203222069750682e-200,0.006418347
40,2.244006117856389e-200,0.00658292
41,3.5537742252930533e-199,0.006747493
42,9.199093616309595e-201,0.006912066
43,4.8706897679543757e-197,0.007076639
44,7.862320384856364e-196,0.007241212
45,1.976994100534359e-193,0.007405785
46,2.465446905121843e-192,0.007570358
47,1.090826612764258e-191,0.007734931
48,3.853637805394798e-191,0.007899504
49,4.0087830326073806e-192,0.0080640769999999
50,1.1741118529670649e-191,0.0082286499999999
51,1.602594937887674e-191,0.008393223
52,7.987126401080193e-194,0.0085577959999999
53,3.528722498896704e-195,0.0087223689999999
54,5.792439437376295e-201,0.008886942
55,6.0673813417010606e-198,0.009051515
56,2.689954190598341e-198,0.0092160879999999
57,9.993043421484711e-203,0.009380661
58,2.770692197306253e-204,0.009545234
59,6.012557502007049e-204,0.0097098069999999
60,5.085600190574567e-205,0.0098743799999999
61,1.213607049171376e-204,0.010038953
62,2.322780327157526e-204,0.010203526
63,4.110481366212377e-204,0.010368099
64,5.158466230307639e-204,0.010532672
