,Et,time
0,0.0,0.0
1,2.780561453572014e-253,7.68006e-05
2,1.216677170606562e-245,0.0001536012
3,5.959375452900074e-269,0.0002304018
4,1.5186742289295734e-244,0.0003072024
5,4.539056309770398e-255,0.000384003
6,4.3978844032228404e-241,0.0004608036
7,1.1172627485712191e-246,0.0005376042
8,2.3993211773680805e-248,0.0006144048
9,7.403560845537935e-248,0.0006912054
10,2.9172238924612045e-252,0.000768006
11,5.0707133241626496e-228,0.0008448066
12,2.9351723651877323e-231,0.0009216072
13,2.713339915374493e-243,0.0009984077999999
14,5.67370534566421e-231,0.0010752084
15,4.09161060307078e-248,0.001152009
16,9.933718831732405e-239,0.0012288096
17,2.054013688340448e-238,0.0013056102
18,1.2286058062094495e-232,0.0013824108
19,6.985555982112443e-229,0.0014592114
20,3.654143144526958e-214,0.001536012
21,1.1942216480421296e-212,0.0016128126
22,6.611092304932391e-213,0.0016896132
23,2.169725430471955e-228,0.0017664138
24,1.399962078922782e-227,0.0018432144
25,5.886243576735743e-227,0.001920015
26,3.720302794734205e-210,0.0019968156
27,2.0795154147863e-209,0.0020736162
28,9.932060212271527e-207,0.0021504168
29,3.262495294954126e-205,0.0022272174
30,6.16748422794123e-205,0.002304018
31,6.274389098219954e-206,0.0023808186
32,4.593626702736186e-205,0.0024576192
33,1.1124901225746837e-205,0.0025344198
34,1.6087767868179376e-217,0.0026112204
35,6.880620618412045e-200,0.002688021
36,5.1427920880872944e-201,0.0027648216
37,3.6784575680008014e-202,0.0028416222
38,3.6301017074748288e-202,0.0029184228
39,7.001985575611992e-205,0.0029952234
40,1.3247358021998358e-204,0.003072024
41,2.1785658684504875e-204,0.0031488246
42,4.163569676478632e-204,0.0032256252
43,6.312555899650144e-204,0.0033024258
44,1.2393946650594832e-200,0.0033792264
45,2.2211562041458307e-199,0.003456027
46,3.198658324532267e-199,0.0035328276
47,4.911058490549543e-199,0.0036096282
48,6.226452886914888e-199,0.0036864288
49,3.272516518723714e-199,0.0037632294
50,4.6699501573520734e-198,0.00384003
51,1.5358736176588946e-197,0.0039168306
52,1.4257790994452793e-201,0.0039936312
53,1.3512486490040585e-204,0.0040704318
54,3.4658630427052784e-193,0.0041472324
55,2.984399887707867e-197,0.004224033
56,1.9775158765518514e-198,0.0043008336
57,2.954544911617935e-199,0.0043776342
58,7.33267321620313e-200,0.0044544348
59,1.9026993574458212e-200,0.0045312354
60,3.7349590218560574e-201,0.004608036
61,1.951823983405549e-202,0.0046848366
62,1.632529957276874e-204,0.0047616372
63,1.0448401609518914e-204,0.0048384378
64,3.1338040583693607e-205,0.0049152384
65,3.6000105133579835e-205,0.004992039
66,9.955192292527617e-205,0.0050688396
67,2.670291957903613e-204,0.0051456402
68,6.170876279560578e-204,0.0052224408
69,5.9690767143085634e-204,0.0052992414
70,1.7166659106505495e-203,0.005376042
71,6.8585335046880635e-189,0.0054528426
72,7.933203940333194e-186,0.0055296432
73,3.704736569568913e-191,0.0056064438
74,8.999650946084572e-199,0.0056832444
75,4.619865594467257e-198,0.005760045
76,7.857519669924707e-201,0.0058368456
77,2.653129241464115e-197,0.0059136462
78,7.654745238812615e-197,0.0059904468
79,1.980766899974934e-195,0.0060672474
80,1.295050169304165e-203,0.006144048
81,3.5268163967572454e-203,0.0062208486
82,9.259073283497668e-203,0.0062976492
83,2.2701174872604653e-202,0.0063744498
84,5.416854522211016e-202,0.0064512504
85,1.278604079716318e-201,0.006528051
86,3.1117660769191285e-201,0.0066048516
87,7.733768567411967e-201,0.0066816522
88,9.688160401846232e-197,0.0067584528
89,1.126068381372618e-196,0.0068352534
90,3.3631134516661104e-197,0.006912054
91,2.355688650036401e-199,0.0069888546
92,5.256200002989913e-199,0.0070656552
93,1.1170990884303996e-198,0.0071424558
94,2.2215461268477164e-198,0.0072192564
95,4.766734829529435e-198,0.007296057
96,1.052890075962673e-197,0.0073728576
97,2.2970014399028186e-197,0.0074496582
98,4.798006500759905e-197,0.0075264588
99,9.328592898781549e-197,0.0076032594
100,1.765185936313404e-175,0.00768006
101,6.052720556013664e-175,0.0077568606
102,3.93449377615916e-172,0.0078336612
103,9.020646513009257e-177,0.0079104617999999
104,1.5980536043002111e-186,0.0079872623999999
105,8.213649685861166e-185,0.008064063
106,9.491863150107409e-171,0.0081408635999999
107,6.780526549781025e-193,0.0082176641999999
108,6.413197888488436e-173,0.0082944648
109,4.767341963379386e-166,0.0083712653999999
110,3.755673541604055e-166,0.0084480659999999
111,2.9371005325979e-166,0.0085248666
112,2.269266095973969e-166,0.0086016672
113,1.7325893032915447e-166,0.0086784677999999
114,1.3622166643947874e-166,0.0087552683999999
115,1.0439658228717628e-166,0.008832069
116,7.971526274712844e-167,0.0089088695999999
117,6.32703552989529e-167,0.0089856701999999
118,4.7799802542832986e-167,0.0090624708
119,3.488477035118102e-167,0.0091392713999999
120,2.670520869270209e-167,0.0092160719999999
121,2.045593054183995e-167,0.0092928726
122,1.6142758979287079e-167,0.0093696731999999
123,1.5082844891492201e-167,0.0094464737999999
124,3.574117853228228e-167,0.0095232743999999
125,5.332881462799247e-167,0.009600075
126,6.642348493642928e-167,0.0096768755999999
127,3.8476246466400874e-167,0.0097536761999999
128,6.056461979129641e-168,0.0098304768
129,2.700087080608032e-165,0.0099072773999999
130,3.695912834611837e-165,0.0099840779999999
131,1.1554977330099207e-163,0.0100608786
132,1.931590027330512e-165,0.0101376792
133,4.1189602348267524e-165,0.0102144798
134,1.3683197402253227e-162,0.0102912804
135,7.531706139927198e-163,0.010368081
136,5.003781798545493e-164,0.0104448816
137,5.4767109080630016e-164,0.0105216822
138,5.741291593237844e-164,0.0105984828
139,5.718729317011939e-164,0.0106752834
140,5.21804368947681e-164,0.010752084
141,4.815608644165835e-164,0.0108288846
142,3.0372264860450806e-157,0.0109056852
143,3.7621095266699755e-164,0.0109824858
144,2.5927425720689684e-164,0.0110592864
145,3.3741346562209878e-164,0.011136087
146,5.221473112256656e-164,0.0112128876
147,1.6738908359761837e-163,0.0112896882
148,1.4415608813970776e-160,0.0113664888
149,4.0940346758128533e-159,0.0114432894
150,4.61313703350962e-158,0.01152009
151,1.8376720525756245e-157,0.0115968906
152,2.0708986160129088e-152,0.0116736912
153,1.9360257680163697e-167,0.0117504918
154,1.886783255026763e-169,0.0118272924
155,1.101018174416605e-170,0.011904093
156,5.6121807014841265e-171,0.0119808936
157,3.9659634961662947e-174,0.0120576942
158,3.313972700263552e-174,0.0121344948
159,3.191867739692857e-178,0.0122112954
160,3.477458333749273e-179,0.012288096
161,3.0510463265366678e-179,0.0123648966
162,1.2462157327213701e-179,0.0124416972
163,8.572515587404413e-183,0.0125184978
