0 0 0
1 7.835049764889748e-188 0.000384003
2 2.951364240614396e-171 0.000768006
3 9.039740634666353e-166 0.001152009
4 1.369648444302867e-162 0.001536012
5 3.508054003849125e-179 0.001920015
6 1.039457975043606e-158 0.002304018
7 2.069631653467707e-153 0.002688021
8 1.443951381534078e-149 0.003072024
9 2.14990959115047e-148 0.003456027
10 3.703847553778835e-148 0.00384003
11 1.180229372019647e-151 0.004224033
12 9.131619223860685e-149 0.004608036
13 3.878571246607162e-145 0.004992039
14 0 0.005376042
15 3.422399223780871e-140 0.005760045
16 3.994660017878694e-174 0.006144048
17 0 0.006528051
18 0 0.006912054
19 0 0.007296057
20 0 0.00768006
21 0 0.008064063
22 0 0.008448066000000001
23 0 0.008832069000000001
24 0 0.009216072
25 0 0.009600075000000001
26 0 0.009984078
27 0 0.010368081
28 0 0.010752084
29 0 0.011136087
30 0 0.01152009
31 0 0.011904093
32 0 0.012288096
33 3.307429644346803e-121 0.012672099
34 9.524157857934113e-167 0.013056102
35 4.628329642030807e-126 0.013440105
36 2.517859161613549e-128 0.013824108
37 1.130654538205289e-127 0.014208111
38 4.653038971989478e-126 0.014592114
39 3.389480867780016e-124 0.014976117
40 1.868733189477898e-123 0.01536012
41 6.929818453154061e-123 0.015744123
42 1.600711514947633e-122 0.016128126
43 6.300534313314605e-122 0.016512129
44 2.336446886488133e-121 0.016896132
45 8.324736687178954e-121 0.017280135
46 2.865727030721648e-120 0.017664138
47 9.619935195279605e-120 0.018048141
48 3.132394378959156e-119 0.018432144
49 1.001443017684062e-118 0.018816147
50 3.159856965050038e-118 0.01920015
51 9.881278852368619e-118 0.019584153
52 3.053101478192706e-117 0.019968156
53 9.335773370655852e-117 0.020352159
54 2.800515564967781e-116 0.020736162
55 8.411358007770967e-116 0.021120165
56 2.489267198666436e-115 0.021504168
57 7.235230043310044e-115 0.021888171
58 1.996841185137056e-114 0.022272174
59 5.619437270287555e-114 0.022656177
60 1.537004953461054e-113 0.02304018
61 4.064729252163767e-113 0.023424183
62 1.102136301462377e-112 0.023808186
63 2.962700177116525e-112 0.024192189
64 7.875251132607786e-112 0.024576192
65 2.066761950565557e-111 0.024960195
66 5.352019937564455e-111 0.025344198
67 1.369666394430632e-110 0.025728201
68 3.471447701474162e-110 0.026112204
69 8.696659973404227e-110 0.026496207
70 2.155503553413487e-109 0.02688021
71 5.293498851031589e-109 0.027264213
72 1.270487386358664e-108 0.027648216
73 3.026185358242061e-108 0.028032219
74 7.132287640521927e-108 0.028416222
75 1.692770822916454e-107 0.028800225
76 3.85285671446544e-107 0.029184228
