,mass_fraction,time
0,0.0,0.0
1,1.43001720686946e-100,0.000457147
2,2.482242300123541e-98,0.000914294
3,4.483850322761447e-100,0.001371441
4,4.843271785626871e-94,0.001828588
5,3.4533620060568003e-94,0.002285735
6,4.763884286246754e-93,0.0027428819999999
7,3.487920724466904e-97,0.003200029
8,2.702925302153108e-95,0.003657176
9,1.9000591195065272e-103,0.004114323
10,9.109347987242278e-87,0.0045714699999999
11,6.371875299768331e-88,0.0050286169999999
12,5.768153574451439e-87,0.005485764
13,5.621300309678536e-86,0.005942911
14,4.238625606449044e-86,0.0064000579999999
15,1.2581403467476299e-82,0.006857205
16,6.773587069323598e-107,0.007314352
17,1.4858353808481728e-93,0.0077714989999999
18,3.0141409932838015e-82,0.0082286459999999
19,3.950859651338488e-79,0.0086857929999999
20,1.443729904477182e-77,0.0091429399999999
21,1.208043587853594e-76,0.0096000869999999
22,6.060981199366321e-76,0.010057234
23,2.86107030261631e-75,0.010514381
24,1.159898690702794e-74,0.010971528
25,3.785146348134653e-74,0.011428675
26,1.060558495168311e-73,0.011885822
27,4.051290804410617e-74,0.012342969
28,0.0,0.012800116
29,0.0,0.013257263
30,2.599572923481589e-72,0.01371441
31,2.980248264129034e-71,0.014171557
32,8.099744632283041e-71,0.014628704
33,1.777361549195149e-70,0.015085851
34,2.654878040428718e-70,0.015542998
35,3.076024888814045e-70,0.016000145
36,4.535576581646366e-70,0.016457292
37,1.0565503156207829e-69,0.016914439
38,2.6644808057904127e-69,0.017371586
39,5.245542785026222e-68,0.017828733
40,1.4912079655158841e-66,0.01828588
41,8.299414369759633e-66,0.018743027
42,3.363569530680458e-65,0.019200174
43,1.252988557603323e-64,0.019657321
44,4.441220525580174e-64,0.020114468
45,1.479081694057897e-63,0.020571615
46,4.7268666895448567e-63,0.021028762
47,1.464094135709884e-62,0.021485909
48,4.470931936122726e-62,0.021943056
49,1.335022493522534e-61,0.022400203
50,3.7479155312275655e-61,0.02285735
51,1.1381039376406421e-60,0.023314497
52,3.8946641179425033e-60,0.023771644
53,1.162595256027298e-59,0.024228791
54,3.821077557764274e-59,0.024685938
55,1.330722066769221e-58,0.025143085
56,4.193261094344385e-58,0.025600232
57,1.251096712466521e-57,0.026057379
58,3.639666608386908e-57,0.026514526
59,1.0831170618114709e-56,0.026971673
60,3.204348667339429e-56,0.02742882
61,9.357657245541075e-56,0.027885967
62,2.777635228294548e-55,0.028343114
63,1.048256738106894e-54,0.028800261
64,8.682410646146238e-53,0.029257408
65,6.0348951262719575e-53,0.029714555
66,1.046546934714984e-53,0.030171702
67,3.3513538232410886e-54,0.030628849
68,2.281519920487999e-54,0.031085996
69,3.2571074596736286e-54,0.031543143
70,6.900799466807423e-54,0.0320002899999999
71,1.94211771651624e-53,0.032457437
72,5.109868404147229e-53,0.032914584
73,1.45026763327095e-52,0.0333717309999999
74,4.351767878251484e-52,0.033828878
75,1.303377093104922e-51,0.034286025
76,3.700577042974316e-51,0.034743172
77,1.023575753803938e-50,0.0352003189999999
78,2.817927434098709e-50,0.035657466
79,7.641014984957567e-50,0.036114613
80,2.0954735845609128e-49,0.0365717599999999
81,5.742618325720752e-49,0.0370289069999999
82,1.572532822659087e-48,0.037486054
83,4.31744607831375e-48,0.037943201
84,1.2014739876721339e-47,0.0384003479999999
85,3.40782310365102e-47,0.038857495
